"Country","Language","Keyword","Local variation","Chinese meaning","Product","Vehicle/application","Intent","B2B/B2C","Funnel stage","Estimated demand level","Search-volume source","Proxy rationale","CPC/range","Competition","Channel","Match type","Ad group","Landing page","Keyword status","Ads Launch","Negative","Competitor term","Trademark risk","Evidence IDs","Confidence"
"Tanzania","English","Lifan tricycle engine catalogue","Lifan tricycle engine catalogue","力帆三轮车发动机","CG150 air-cooled","tricycle","Competitor research","Research","Research","Medium","PROXY DATA","Marketplace/channel and local terminology proxy; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Raw candidate","NOT APPROVED","No","Yes","Trademark review required","P4-TZ-02","Observed/machine review required"
"Tanzania","Swahili","injini ya pikipiki CG125","injini ya pikipiki CG125","CG125摩托车发动机","CG125 air-cooled","work motorcycle","Complete engine research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Native review required"
"Tanzania","Swahili","injini ya pikipiki CG150","injini ya pikipiki CG150","CG150摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Native review required"
"Tanzania","Swahili","injini ya pikipiki CG200","injini ya pikipiki CG200","CG200摩托车发动机","CG200 air-cooled","work motorcycle","Complete engine research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02","Native review required"
"Tanzania","Swahili","injini kamili ya pikipiki","injini kamili ya pikipiki","完整摩托车发动机","CG150 air-cooled","work motorcycle","Complete engine research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Native review required"
"Tanzania","Swahili","injini ya pikipiki ya Kichina","injini ya pikipiki ya Kichina","中国摩托车发动机","CG150 air-cooled","work motorcycle","Supplier research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Native review required"
"Tanzania","Swahili","injini ya pikipiki kwa jumla","injini ya pikipiki kwa jumla","摩托车发动机批发","CG150 air-cooled","B2B","Wholesale research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Native review required"
"Tanzania","Swahili","vipuri vya injini ya pikipiki","vipuri vya injini ya pikipiki","摩托车发动机零件","Engine parts / spares pack","after-sales","Parts","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Parts Wholesale | Search/SEO","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-02,P4-TZ-05","Native review required"
"Tanzania","Swahili","injini ya pikipiki ya kazi","injini ya pikipiki ya kazi","工作摩托车发动机","CG125 air-cooled","work motorcycle","Research only","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | CG125/150/200 Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01","Native review required"
"Tanzania","Swahili","injini ya pikipiki ya mizigo","injini ya pikipiki ya mizigo","货运摩托车发动机","CG150-250 water-cooled cargo","cargo tricycle","Research only","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Cargo Tricycle Engine | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-04","Native review required"
"Tanzania","Swahili","msambazaji wa injini Tanzania","msambazaji wa injini Tanzania","坦桑尼亚发动机经销商","CG150 air-cooled","B2B","Supplier research","Research","Research","Unknown","PROXY DATA","Unreviewed Swahili seed; country/channel proxy only; no volume/CPC","","Unknown","Google Search","Phrase","TZ | Chinese CG Work Motorcycle | Search","/en/tanzania/","Research only","NOT APPROVED","No","No","None","P4-TZ-01,P4-TZ-03","Native review required"
